date,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,T,TRV,UNH,UTX,V,VZ,WMT,XOM
2013-10-07,72.940002,116.690002,83.529999,22.889999,117.870003,58.109998,64.589996,23.940001,154.25,75.129997,182.009995,22.83,86.589996,51.830002,37.049999,94.360001,118.690002,47.889999,33.299999,71.339996,28.620001,75.650002,34.0,84.089996,72.169998,104.029999,186.330002,47.290001,71.870003,85.900002
2013-10-08,72.220001,115.440002,82.849998,22.639999,116.730003,57.069996,64.0,23.67,153.050003,74.269997,178.720001,22.48,85.610001,50.869999,37.279999,93.940002,117.160004,47.75,33.009998,70.279999,28.24,76.330002,33.110001,82.989998,71.480003,102.760002,182.529999,46.049999,72.900002,85.510002
2013-10-09,72.220001,114.470001,83.519997,22.5,116.129997,56.939998,63.59,23.57,154.440002,74.139999,181.320007,22.59,85.959999,50.75,37.080002,93.269997,117.57,47.27,33.07,70.889999,28.290001,76.949997,33.75,82.349998,71.379997,102.839996,183.850006,46.200001,73.0,85.160004
2013-10-10,74.660004,118.900002,84.730003,23.01,116.379997,58.289998,65.580002,24.25,158.009995,75.510002,184.770004,23.1,87.779999,52.52,37.779999,94.440002,119.339996,47.490002,33.759998,73.440002,28.77,77.889999,34.150002,84.169998,73.980003,105.919998,189.029999,46.860001,74.790001,86.040001
2013-10-11,75.400002,117.980003,85.610001,23.280001,117.669998,57.929998,66.209999,24.4,160.0,76.32,186.160004,23.26,89.449997,52.509998,37.77,94.739998,120.720001,47.290001,34.130001,73.459999,28.719999,78.480003,34.200001,84.660004,74.269997,107.010002,192.199997,47.09,74.82,86.949997
2013-10-14,76.07,119.459999,86.239998,23.34,118.580002,58.36,66.830002,24.379999,159.460007,76.349998,186.970001,23.450001,89.800003,52.709999,37.91,94.720001,121.400002,46.75,34.450001,74.059998,29.35,78.739998,33.919998,85.199997,74.720001,106.900002,193.440002,46.810001,74.68,87.599998
2013-10-15,75.25,118.18,85.75,23.18,118.150002,58.14,66.440002,24.190001,157.630005,75.18,184.660004,23.389999,89.93,52.310001,37.66,93.800003,119.82,46.57,34.490002,73.709999,29.16,77.599998,33.709999,84.480003,73.870003,105.800003,191.369995,46.32,74.370003,86.790001
2013-10-16,76.32,120.339996,86.269997,23.0,119.160004,59.060001,66.349998,24.360001,162.25,74.940002,186.729996,23.700001,91.110001,54.0,38.0,95.220001,120.940002,47.169998,34.639999,74.519997,29.799999,78.339996,34.200001,86.080002,75.190002,106.43,195.630005,47.25,75.599998,87.309998
2013-10-17,80.230003,122.290001,85.849998,22.780001,119.519997,59.639998,66.419998,24.68,158.320007,75.739998,174.830002,23.92,91.970001,54.209999,38.549999,95.470001,122.620003,47.110001,34.919998,74.540001,30.26,79.419998,34.439999,86.019997,71.370003,108.019997,198.279999,48.900002,75.779999,87.480003
2013-10-18,80.519997,122.519997,87.339996,22.959999,119.650002,59.619998,67.150002,25.549999,158.690002,74.690002,173.779999,23.879999,91.629997,54.299999,38.779999,95.199997,122.839996,46.610001,34.959999,75.93,30.51,79.410004,34.610001,86.580002,68.760002,107.739998,200.449997,50.009998,75.709999,87.550003
2013-10-21,80.400002,121.470001,87.699997,22.93,119.82,59.459998,67.610001,26.139999,159.770004,74.620003,172.860001,24.139999,91.199997,54.27,38.82,94.589996,123.25,46.509998,34.990002,76.089996,30.4,78.970001,35.220001,86.760002,68.199997,107.620003,200.039993,50.580002,75.150002,87.230003
2013-10-22,80.870003,122.480003,89.169998,22.65,120.639999,60.169996,69.0,26.02,159.25,74.860001,174.970001,24.07,92.360001,53.619999,39.09,95.120003,123.800003,46.470001,34.580002,75.959999,30.68,80.379997,35.23,86.709999,68.860001,106.129997,199.979996,51.139999,76.32,87.980003
2013-10-23,80.629997,129.020004,83.760002,22.26,120.129997,60.219999,68.120003,25.700001,157.740005,75.080002,175.770004,23.74,92.099998,52.75,39.09,94.209999,123.199997,46.560001,33.759998,75.559998,30.6,80.910004,35.279999,86.279999,68.010002,106.389999,198.889999,50.82,75.900002,87.610001
2013-10-24,80.900002,128.979996,84.529999,22.370001,120.559998,61.38,69.050003,25.940001,159.960007,76.779999,177.800003,23.780001,92.349998,52.48,38.799999,94.68,123.489998,46.220001,33.720001,75.510002,30.610001,80.610001,34.630001,87.029999,67.610001,107.059998,202.910004,50.419998,76.419998,88.419998
2013-10-25,82.610001,131.190002,84.769997,22.459999,120.589996,61.900001,69.260002,25.879999,162.089996,76.25,176.850006,24.24,92.089996,52.77,39.029999,94.779999,124.419998,46.540001,35.73,75.699997,30.610001,80.0,35.189999,86.629997,67.620003,107.519997,203.059998,50.709999,76.080002,87.970001
2013-10-28,82.760002,129.880005,84.279999,22.549999,120.910004,61.56,69.0,26.09,161.449997,76.059998,177.350006,24.360001,92.389999,52.68,39.610001,95.370003,124.919998,45.349998,35.57,75.510002,30.74,81.300003,35.57,87.110001,66.940002,105.989998,203.080002,50.57,77.139999,88.230003
2013-10-29,83.660004,129.660004,84.07,22.83,121.5,61.479996,68.919998,26.209999,162.110001,77.5,182.119995,24.52,93.139999,52.73,39.799999,96.050003,125.279999,45.580002,35.52,75.910004,31.25,82.459999,36.27,87.279999,68.080002,106.419998,204.240005,51.09,77.059998,88.93
2013-10-30,83.099998,129.679993,83.489998,22.709999,120.300003,61.02,68.470001,26.370001,162.050003,77.879997,180.149994,24.5,92.790001,52.599998,39.619999,96.029999,124.790001,45.240002,35.540001,76.129997,30.93,81.519997,36.259998,86.900002,68.010002,105.949997,203.820007,50.529999,76.910004,88.809998
2013-10-31,81.800003,130.5,83.360001,22.559999,119.959999,61.2,68.589996,26.139999,160.860001,77.889999,179.210007,24.469999,92.610001,51.540001,39.57,96.519997,125.849998,45.09,35.41,75.760002,30.690001,80.75,36.200001,86.300003,68.260002,106.25,196.669998,50.509998,76.75,89.620003
2013-11-01,82.160004,133.029999,83.589996,22.57,118.010002,61.089998,69.010002,26.540001,162.050003,76.989998,179.229996,24.33,93.370003,52.509998,39.610001,97.239998,125.900002,45.23,35.529999,76.059998,31.17,81.150002,36.240002,86.400002,68.629997,107.510002,199.160004,50.490002,77.07,89.82
2013-11-04,81.93,132.789993,83.889999,22.58,118.099998,60.310001,68.809998,26.43,163.160004,77.0,180.270004,24.26,93.029999,52.040001,39.509998,97.309998,126.32,45.720001,35.939999,76.370003,31.26,81.330002,36.450001,86.599998,68.949997,107.980003,196.419998,51.080002,77.330002,92.099998
2013-11-05,81.900002,133.570007,84.050003,23.07,118.449997,60.299999,68.849998,26.42,161.949997,76.650002,177.850006,24.030001,92.809998,51.950001,39.5,97.410004,126.120003,45.360001,36.639999,77.199997,31.24,81.43,35.529999,86.459999,68.720001,107.68,197.369995,50.099998,77.419998,91.989998
2013-11-06,82.120003,133.089996,84.220001,23.280001,121.139999,60.769997,69.0,26.9,163.520004,76.419998,179.190002,24.25,93.040001,52.099998,40.049999,97.900002,127.129997,45.959999,38.18,76.760002,30.969999,82.809998,35.82,87.489998,70.290001,108.669998,199.020004,50.610001,78.160004,93.220001
2013-11-07,80.919998,131.509995,83.650002,23.110001,119.910004,60.849997,67.150002,26.6,159.639999,75.690002,180.0,24.059999,92.690002,51.650002,39.830002,97.199997,126.410004,45.82,37.5,75.699997,30.91,82.32,35.110001,87.220001,69.760002,107.269997,196.100006,50.169998,77.510002,91.959999
2013-11-08,81.779999,133.490005,84.239998,23.51,121.190002,61.999997,68.580002,27.049999,163.169998,75.480003,179.990005,24.09,94.050003,53.959999,40.049999,97.010002,127.989998,46.799999,37.779999,77.120003,31.32,82.510002,35.169998,87.800003,70.5,108.550003,198.289993,50.200001,77.959999,92.730003
2013-11-11,81.400002,132.529999,84.150002,23.450001,121.080002,62.089999,68.339996,27.01,163.839996,75.370003,182.880005,24.17,94.290001,54.099998,39.869999,97.089996,127.949997,47.0,37.59,77.160004,31.24,82.260002,35.029999,87.970001,70.5,108.080002,199.270004,49.959999,79.010002,92.959999
2013-11-12,81.029999,132.330002,83.849998,23.73,120.0,62.049999,67.769997,27.049999,162.889999,76.18,183.070007,24.43,93.559998,53.970001,39.880001,97.660004,128.360001,47.59,37.360001,76.870003,31.379999,82.800003,35.169998,86.440002,69.949997,107.449997,198.270004,50.16,78.709999,92.669998
2013-11-13,81.440002,133.169998,84.199997,24.0,120.089996,60.939995,68.970001,27.15,162.940002,77.599998,183.550003,24.6,93.339996,54.139999,40.119999,98.110001,128.589996,47.34,38.16,77.849998,31.870001,83.5,35.07,87.220001,71.010002,107.459999,199.779999,49.990002,78.900002,92.589996
2013-11-14,81.889999,135.089996,83.760002,21.370001,119.559998,61.789999,70.019997,26.99,163.199997,78.940002,182.210007,24.389999,93.919998,54.400002,40.209999,97.559998,129.789993,47.82,38.02,78.639999,32.0,84.32,35.16,88.25,71.440002,108.690002,200.149994,50.27,79.080002,93.220001
2013-11-15,82.800003,136.080002,83.739998,21.540001,120.059998,62.109999,70.0,27.200001,164.399994,80.029999,183.190002,24.52,94.389999,54.869999,40.220001,96.919998,129.850006,48.07,37.84,79.220001,32.200001,84.839996,35.43,88.669998,71.870003,108.589996,202.0,50.310001,79.220001,95.269997
2013-11-18,82.339996,138.360001,84.040001,21.290001,120.559998,61.7,69.5,27.219999,165.679993,79.669998,184.470001,24.6,94.300003,55.740002,40.169998,97.650002,130.130005,48.009998,37.200001,78.580002,32.009998,84.57,35.599998,88.18,71.68,109.129997,199.899994,50.759998,79.220001,95.449997
2013-11-19,82.459999,136.979996,83.669998,21.42,122.059998,61.489998,69.120003,27.030001,166.600006,80.379997,185.25,24.700001,94.860001,56.150002,40.139999,97.980003,130.050003,48.07,36.740002,77.809998,31.66,84.339996,35.720001,88.089996,71.610001,109.099998,197.389999,50.779999,79.25,95.419998
2013-11-20,82.25,132.449997,82.68,21.23,122.0,60.790001,69.230003,26.959999,165.0,79.75,185.190002,24.559999,95.150002,56.099998,40.060001,97.540001,129.179993,48.130001,37.080002,77.839996,31.92,84.690002,35.400002,87.93,71.980003,108.830002,198.119995,50.400002,78.900002,94.68
2013-11-21,83.949997,132.929993,82.120003,21.469999,123.459999,61.599996,69.940002,26.91,167.070007,79.830002,184.130005,25.23,95.199997,57.220001,40.43,97.699997,130.350006,48.619999,37.400002,78.089996,31.969999,84.669998,35.299999,89.220001,72.910004,109.769997,201.610001,50.380001,78.860001,94.690002
2013-11-22,83.849998,135.970001,82.879997,21.459999,124.029999,61.7,70.199997,27.08,168.100006,79.18,181.300003,23.870001,95.25,57.459999,40.43,98.269997,131.020004,48.939999,37.57,78.870003,32.119999,84.949997,35.419998,90.519997,73.739998,110.199997,202.119995,50.220001,79.809998,95.010002
2013-11-25,84.589996,133.0,84.400002,21.27,123.739998,61.58,69.739998,26.73,169.479996,79.75,178.940002,23.75,95.629997,57.650002,40.369999,98.919998,131.229996,49.66,37.639999,79.129997,32.139999,85.410004,35.369999,90.790001,74.07,110.309998,201.929993,50.009998,80.43,95.089996
2013-11-26,85.089996,134.779999,84.360001,21.209999,122.779999,61.32,71.18,26.780001,168.039993,80.349998,177.309998,23.65,95.059998,57.169998,40.25,98.199997,132.149994,49.580002,37.349998,79.599998,31.889999,84.639999,35.279999,90.790001,74.519997,110.940002,203.520004,50.049999,80.68,94.269997
2013-11-27,85.589996,134.720001,84.669998,21.27,122.419998,61.54,70.769997,26.83,168.220001,80.660004,178.970001,23.9,94.980003,57.48,40.189999,97.059998,133.5,49.830002,37.599998,79.330002,31.879999,84.279999,35.41,90.989998,74.360001,111.510002,203.990005,49.93,80.93,93.800003
2013-11-29,85.800003,134.25,84.599998,21.25,122.440002,61.38,70.540001,26.66,168.940002,80.669998,179.679993,23.84,94.660004,57.220001,40.189999,97.370003,133.509995,49.830002,38.130001,79.139999,31.73,84.220001,35.209999,90.739998,74.480003,110.860001,203.460007,49.619999,81.010002,93.480003
2013-12-02,85.290001,134.160004,84.25,21.09,122.339996,61.740001,70.910004,26.66,169.720001,79.769997,177.479996,23.700001,94.279999,56.98,40.080002,96.510002,127.68,50.18,38.450001,79.089996,31.83,83.339996,34.799999,89.0,74.160004,110.309998,205.130005,49.259998,81.110001,93.519997
2013-12-03,84.610001,132.0,83.870003,21.26,122.519997,60.499999,69.900002,26.559999,168.050003,78.709999,176.080002,23.549999,93.970001,56.860001,40.349998,96.379997,126.599998,49.759998,38.310001,79.129997,31.219999,83.830002,34.740002,89.029999,73.730003,109.690002,201.75,49.599998,81.209999,94.389999
2013-12-04,84.5,131.5,83.970001,21.25,121.769997,60.259999,69.970001,26.639999,168.699997,78.400002,175.740005,23.74,93.629997,57.189999,40.369999,95.709999,126.459999,49.310001,38.939999,78.82,31.27,83.349998,34.599998,88.610001,73.650002,108.940002,202.740005,49.369999,80.220001,94.669998
2013-12-05,84.540001,132.729996,84.410004,20.91,121.099998,60.11,70.230003,26.450001,165.559998,78.540001,176.080002,24.26,92.970001,55.82,39.830002,95.43,126.830002,48.810001,38.0,78.949997,31.25,82.690002,34.25,87.919998,72.75,109.050003,201.710007,48.91,79.440002,94.129997
2013-12-06,85.93,135.179993,85.5,21.280001,122.290001,61.34,71.459999,26.940001,167.210007,79.839996,177.669998,24.82,94.440002,56.060001,40.459999,96.800003,128.610001,49.389999,38.360001,79.860001,31.540001,84.519997,34.529999,89.010002,73.5,111.120003,201.869995,49.48,79.940002,95.650002
2013-12-09,85.75,134.679993,86.089996,21.219999,123.339996,61.389998,71.110001,27.190001,167.669998,79.599998,177.460007,24.93,94.440002,56.509998,40.400002,95.720001,128.570007,49.560001,38.709999,79.779999,31.58,84.779999,34.689999,88.449997,73.720001,111.18,201.589996,49.57,79.949997,95.839996
2013-12-10,85.290001,133.699997,86.419998,21.209999,123.660004,61.439996,71.57,27.139999,169.729996,78.610001,177.119995,24.82,94.139999,56.700001,39.849998,95.43,127.550003,49.43,38.110001,79.220001,31.34,83.650002,34.400002,88.440002,74.050003,110.980003,199.429993,49.049999,79.080002,95.709999
2013-12-11,83.900002,132.559998,85.279999,20.879999,122.099998,60.290001,70.519997,26.58,167.600006,79.0,175.199997,24.42,93.110001,56.07,40.130001,95.260002,126.769997,48.950001,37.610001,76.839996,30.65,84.019997,33.950001,87.099998,72.139999,108.660004,205.660004,48.490002,79.089996,94.260002
2013-12-12,83.300003,132.960007,85.57,20.51,120.989998,59.95,69.629997,26.540001,168.330002,78.529999,173.369995,24.469999,91.160004,56.310001,39.209999,94.099998,126.580002,48.32,37.220001,76.230003,30.25,82.300003,33.889999,86.629997,71.010002,108.089996,203.440002,48.130001,78.5,95.360001
2013-12-13,83.68,133.830002,86.050003,20.24,119.900002,60.239999,69.620003,26.84,168.389999,79.010002,172.800003,24.290001,91.349998,56.169998,39.23,94.440002,126.43,48.380001,36.689999,76.400002,30.25,82.370003,33.849998,86.489998,70.480003,107.349998,207.360001,47.84,78.080002,95.309998
2013-12-16,84.519997,134.720001,87.379997,20.68,120.220001,60.839999,70.510002,26.98,170.949997,79.099998,177.850006,24.450001,91.370003,56.419998,39.27,95.449997,127.660004,48.09,36.889999,76.440002,30.25,81.690002,34.150002,87.050003,71.059998,108.529999,207.75,48.259998,77.739998,97.220001
2013-12-17,84.110001,135.880005,86.919998,20.92,118.739998,61.18,70.660004,27.030001,170.490005,78.620003,175.759995,24.66,90.660004,55.720001,39.099998,94.379997,131.389999,47.900002,36.52,76.760002,30.139999,80.910004,33.849998,86.57,70.730003,107.620003,213.25,47.560001,77.25,96.75
2013-12-18,85.989998,135.490005,88.169998,21.0,121.599998,62.189995,72.199997,27.41,174.839996,80.050003,178.699997,25.15,92.639999,57.240002,40.02,95.93,135.800003,48.900002,36.580002,78.550003,30.77,82.379997,34.380001,88.139999,72.379997,109.809998,215.350006,48.470001,77.940002,99.540001
2013-12-19,86.410004,135.169998,87.540001,21.07,123.220001,62.709996,72.970001,27.32,174.770004,79.949997,180.220001,25.139999,91.980003,57.23,39.860001,95.139999,136.410004,48.790001,36.25,78.260002,30.709999,81.900002,34.450001,88.790001,72.389999,109.5,216.080002,48.43,77.239998,99.43
2013-12-20,87.57,136.669998,88.93,21.129999,122.779999,62.55,72.400002,27.360001,175.160004,80.040001,180.020004,25.059999,92.089996,57.700001,40.040001,96.510002,136.720001,49.32,36.799999,77.339996,30.25,81.839996,34.299999,89.18,73.349998,110.660004,215.970001,48.080002,77.43,98.68
2013-12-23,88.309998,136.399994,89.959999,21.57,122.800003,62.740002,73.279999,27.4,176.470001,80.559998,182.229996,25.32,92.029999,58.240002,40.16,96.300003,136.800003,49.360001,36.619999,77.110001,30.35,81.309998,34.689999,89.160004,74.349998,110.82,218.029999,48.580002,77.870003,98.510002
2013-12-24,88.690002,136.830002,90.910004,21.690001,123.510002,63.830001,73.849998,27.610001,176.160004,80.639999,183.220001,25.43,92.059998,58.25,40.189999,96.540001,136.990005,49.41,37.080002,77.660004,30.290001,81.309998,34.950001,89.489998,74.129997,111.470001,218.729996,48.98,78.010002,99.220001
2013-12-26,89.0,138.270004,91.150002,21.799999,124.809998,64.249998,74.620003,27.83,176.449997,81.550003,185.350006,25.700001,92.540001,58.200001,40.490002,96.839996,138.289993,49.720001,37.439999,78.190002,30.549999,81.760002,35.16,90.010002,74.849998,112.690002,220.199997,49.18,78.389999,100.900002
2013-12-27,89.190002,136.899994,90.870003,22.02,125.230003,64.249998,74.349998,27.83,176.350006,81.639999,185.080002,25.6,92.349998,58.139999,40.66,96.910004,139.350006,49.790001,37.290001,78.160004,30.639999,82.010002,35.18,89.849998,74.690002,112.800003,219.669998,49.169998,78.470001,101.510002
2013-12-30,89.589996,135.919998,90.870003,22.25,124.230003,64.649998,76.230003,27.889999,175.729996,81.940002,186.410004,25.85,92.300003,57.950001,41.09,97.010002,139.419998,49.939999,37.290001,78.739998,30.690001,82.0,35.200001,90.279999,74.779999,112.730003,220.910004,49.150002,78.629997,100.309998
2013-12-31,90.730003,136.490005,90.809998,22.43,124.910004,64.969999,76.400002,28.030001,177.259995,82.339996,187.570007,25.959999,91.589996,58.48,41.310001,97.029999,140.25,50.049999,37.41,78.639999,30.629999,81.410004,35.16,90.540001,75.300003,113.800003,222.679993,49.139999,78.690002,101.199997
2014-01-02,89.449997,136.669998,89.870003,22.0,124.139999,63.709997,76.269997,27.5,176.889999,82.019997,185.529999,25.790001,91.029999,58.209999,40.66,96.410004,138.130005,49.490002,37.16,78.239998,30.459999,80.540001,34.950001,89.330002,74.57,112.489998,221.009995,49.0,78.910004,99.75
2014-01-03,89.739998,137.619995,89.82,21.98,124.349998,63.779995,76.110001,27.48,178.149994,81.889999,186.639999,25.780001,91.849998,58.66,40.459999,96.540001,138.449997,49.73,36.91,78.029999,30.52,80.449997,34.799999,89.160004,75.099998,112.900002,221.160004,48.419998,78.650002,99.510002
2014-01-06,89.699997,138.410004,88.639999,22.01,124.019997,62.959998,75.82,27.26,179.369995,81.099998,186.0,25.459999,92.330002,59.0,40.27,95.849998,137.630005,49.740002,36.130001,77.43,30.549999,80.639999,34.959999,88.919998,74.239998,112.790001,219.830002,48.689999,78.209999,99.660004
2014-01-07,89.360001,140.509995,88.93,22.309999,125.07,62.329999,76.339996,27.290001,178.289993,81.5,189.710007,25.59,94.290001,58.32,40.389999,96.379997,137.649994,50.110001,36.41,77.489998,30.74,81.419998,34.950001,88.400002,76.510002,113.510002,221.509995,49.299999,78.449997,101.07
2014-01-08,89.410004,140.820007,89.139999,22.290001,123.290001,63.13,75.220001,27.209999,178.440002,81.93,187.970001,25.43,94.160004,58.869999,39.939999,95.410004,136.630005,49.790001,35.759998,77.089996,30.950001,80.239998,34.240002,87.580002,75.620003,113.650002,222.220001,48.5,77.830002,100.739998
2014-01-09,88.879997,142.130005,89.709999,22.09,123.290001,63.939995,74.900002,27.219999,177.399994,81.57,187.380005,25.309999,94.730003,58.759998,39.73,95.459999,136.449997,49.52,35.529999,77.089996,30.93,80.419998,33.540001,87.68,76.080002,113.709999,221.910004,47.5,78.089996,99.760002
2014-01-10,88.550003,141.899994,90.510002,22.219999,121.010002,63.539999,75.389999,26.959999,178.389999,82.010002,187.259995,25.530001,94.739998,58.490002,40.130001,95.800003,136.179993,49.880001,36.040001,76.919998,30.690001,80.300003,33.619999,87.489998,74.699997,113.830002,221.130005,47.75,78.040001,100.519997
2014-01-13,86.989998,140.699997,89.889999,22.190001,119.25,62.659998,73.269997,26.73,175.880005,80.970001,184.160004,25.5,94.5,57.700001,39.529999,94.830002,134.679993,53.119999,34.98,75.18,30.540001,80.010002,33.299999,86.339996,73.940002,112.800003,218.899994,47.029999,77.489998,98.550003
2014-01-14,87.120003,140.009995,90.559998,22.41,119.57,63.549997,74.449997,26.969999,176.600006,81.010002,185.919998,26.51,94.720001,57.740002,39.689999,95.220001,137.410004,53.0,35.779999,75.169998,31.0,80.870003,33.48,87.449997,74.019997,112.629997,222.649994,47.080002,77.959999,99.120003
2014-01-15,88.25,140.619995,92.410004,22.780001,119.18,63.729997,74.279999,27.34,178.75,81.07,187.740005,26.67,94.800003,59.490002,39.759998,95.459999,138.440002,52.52,36.759998,75.43,31.18,80.790001,33.790001,87.879997,74.839996,114.07,223.759995,48.27,77.660004,98.779999
2014-01-16,87.779999,140.210007,92.010002,22.780001,118.830002,63.990001,74.209999,27.200001,175.169998,81.260002,188.759995,26.540001,94.639999,58.990002,39.709999,96.059998,138.160004,52.5,36.889999,74.790001,31.17,80.559998,33.959999,87.239998,72.760002,114.220001,221.770004,48.529999,76.760002,98.940002
2014-01-17,90.970001,140.460007,91.440002,22.74,119.290001,64.019995,73.980003,26.58,176.279999,81.0,190.089996,25.85,95.059998,58.110001,39.279999,94.93,137.309998,51.950001,36.380001,73.389999,31.09,79.879997,33.700001,86.470001,72.519997,114.209999,232.179993,48.349998,76.190002,99.160004
2014-01-21,90.589996,141.669998,90.599998,22.83,120.360001,63.729997,74.199997,26.290001,173.199997,80.459999,188.429993,25.59,94.029999,58.169998,39.919998,95.080002,136.990005,51.830002,36.169998,73.75,31.23,80.18,33.57,85.0,73.160004,114.989998,231.929993,47.700001,75.839996,98.5
2014-01-22,91.129997,144.369995,89.639999,22.84,120.43,63.019998,75.309998,25.99,173.679993,80.199997,182.25,25.309999,94.32,57.59,39.900002,94.879997,136.479996,51.349998,35.93,73.5,31.27,79.230003,33.34,84.559998,73.400002,116.120003,232.990005,47.330002,75.349998,97.879997
2014-01-23,89.169998,141.309998,88.480003,22.559999,118.389999,61.749999,74.790001,25.82,170.75,80.239998,182.729996,25.129999,92.739998,56.470001,39.240002,95.32,134.710007,51.599998,36.060001,72.730003,31.01,78.239998,33.799999,83.07,73.199997,114.839996,228.25,47.860001,74.959999,96.970001
2014-01-24,86.949997,136.649994,86.169998,22.200001,116.290001,59.97,72.720001,24.950001,167.639999,79.160004,179.639999,24.809999,90.610001,55.09,38.84,94.43,130.220001,51.98,36.810001,71.650002,30.09,79.18,33.419998,81.610001,71.599998,111.800003,221.25,47.630001,74.419998,94.849998
2014-01-27,85.720001,137.360001,91.290001,22.0,116.43,60.239999,72.25,25.07,164.690002,78.940002,177.899994,24.719999,89.940002,55.09,38.73,94.07,128.960007,52.529999,36.029999,71.900002,29.66,78.470001,33.509998,82.290001,71.650002,113.790001,216.220001,47.689999,74.150002,94.919998
2014-01-28,86.639999,137.089996,92.470001,21.75,116.839996,59.57,72.879997,25.459999,166.25,78.540001,176.850006,24.9,90.099998,55.740002,38.869999,94.18,129.809998,52.869999,36.27,72.709999,30.42,79.110001,33.700001,83.099998,71.709999,113.860001,220.960007,47.360001,74.669998,95.650002
2014-01-29,85.550003,129.779999,90.620003,21.65,116.0,60.709997,71.330002,25.290001,163.899994,76.68,176.399994,24.68,88.900002,55.529999,37.900002,93.150002,130.25,52.209999,36.66,71.769997,30.110001,77.639999,33.310001,82.209999,71.260002,113.269997,217.119995,47.689999,74.099998,95.110001
2014-01-30,86.620003,126.529999,93.199997,21.98,116.449997,61.54,73.220001,25.5,165.839996,76.93,177.360001,24.74,89.5,56.0,38.169998,93.800003,128.050003,53.509998,36.860001,73.940002,30.82,76.870003,33.349998,82.360001,72.800003,114.68,220.880005,47.630001,74.75,93.989998
2014-01-31,85.019997,125.260002,93.910004,21.91,111.629997,61.009998,72.610001,25.129999,164.119995,76.849998,176.679993,24.540001,88.470001,55.360001,37.82,94.169998,128.190002,52.970001,37.84,72.849998,30.4,76.620003,33.32,81.279999,72.279999,114.019997,215.429993,48.02,74.68,92.160004
