true,score_logreg,score_svm,score_knn,score_tree
1,0.7554347855608384,0.11660619226469288,1.0,0.9230769230769231
1,0.7470990477647785,0.22306770948996368,0.3693538678645244,0.5
1,0.8418525756507301,0.3230574902292348,0.6252285217208077,0.8333333333333334
1,0.5378031553632866,-0.013885565559290658,0.35645770048804104,0.7
0,0.296836658145654,-0.37439577838268867,0.0,0.0
0,0.8993922014761837,0.5643744160271358,1.0,1.0
0,0.5276194360177684,-0.11293551047755127,0.0,0.10526315789473684
1,0.49358103830793953,-0.10216190381145478,0.23670739632948448,0.36363636363636365
1,0.3304836976652871,-0.4065480116239971,0.21509213286318887,0.4
0,0.21360641671875197,-0.5247324325123198,0.16011399595281686,0.3157894736842105
0,0.535178697401265,-0.037363619690941485,0.19241192589580547,0.36363636363636365
1,0.8062029013152946,0.2911621383041326,1.0,1.0
0,0.4682577319778356,-0.16944142365826514,0.6957253810894691,0.10526315789473684
0,0.13781334155165031,-0.6828334678418877,0.19136218115511716,0.3157894736842105
0,0.5805914622785321,-0.0639348861593921,0.0,0.4
1,0.7509921546777127,0.22209412932357664,0.702589426554956,0.5
0,0.7691009973612577,0.16431227231190398,1.0,0.9230769230769231
0,0.08668825292072799,-0.8275162870184547,0.3726405346685382,0.3157894736842105
1,0.9645147837615188,0.7979684306862722,1.0,0.7
1,0.11765768122635809,-0.7213393989111276,0.2540208648759467,0.3157894736842105
0,0.17318399542678609,-0.5859092291475403,0.6895299855477217,0.3157894736842105
0,0.795371777089498,0.30564360288033665,0.7114708494971234,0.7
1,0.4175801222005423,-0.23300191814160287,0.580582209435991,0.10526315789473684
1,0.5360479275934353,-0.09751351601398486,0.0,0.10526315789473684
1,0.682597594377688,0.08261651449606087,1.0,0.8333333333333334
0,0.04196030449610445,-1.0257331072666127,0.0,0.3157894736842105
0,0.5535667344826077,-0.07538054474242957,0.0,0.10526315789473684
1,0.8261695787461033,0.4228720664937341,0.3570384722965065,0.7
0,0.7117738480224576,0.21326175120132507,1.0,0.7
0,0.4861868671431333,-0.08723070379903372,0.2858161117183218,0.36363636363636365
1,0.5679444716342577,-0.0862660767110448,0.0,0.4
1,0.5525603489477869,-0.04113103544866489,1.0,0.8333333333333334
0,0.7841784953594048,0.23954751982781042,1.0,0.8333333333333334
0,0.6941206005433582,0.10766825635839439,1.0,0.8333333333333334
0,0.3435888025713544,-0.2688594720852945,0.47214925084002024,0.36363636363636365
1,0.2759122927571463,-0.40514387061678625,0.41384745092360625,0.0
1,0.8631744394861691,0.40884525792103443,0.3051715457309291,0.5
0,0.05420283092247865,-0.9211776337765072,0.0,0.3157894736842105
1,0.48895693428572756,-0.14250893402418818,0.7162850327629247,0.10526315789473684
1,0.8950248111331193,0.5572504438137433,1.0,1.0
0,0.15876747972813335,-0.6055388666437944,0.18875476994003748,0.3157894736842105
1,0.6795627589655506,0.0719362079687679,0.4080148205984955,0.4
0,0.6248191638622093,0.007696321287101604,0.488108874356049,0.4
1,0.2829778115965731,-0.4145850615237645,1.0,0.6428571428571429
1,0.56302904069219,-0.008606069039897662,0.234361611905954,0.36363636363636365
0,0.42145995191104824,-0.23197724592597885,0.30677672179609133,0.10526315789473684
0,0.36661136349130785,-0.2545585849610892,0.0,0.0
0,0.7533165251600448,0.24428125705936535,1.0,0.7
1,0.47043860424166634,-0.12354033058671057,0.0,0.36363636363636365
1,0.4914514065287979,-0.11960554077773339,0.3298775743759069,0.8333333333333334
0,0.40863331926658997,-0.21472637052541177,0.3380530179466868,0.0
0,0.09673339119930045,-0.8459849704329236,0.0,0.0
1,0.8146420605092038,0.2234100012475626,1.0,0.9230769230769231
0,0.783580705682035,0.1963391531079849,1.0,0.9230769230769231
1,0.3121215443575287,-0.40964175564970345,0.27620842268252765,0.10526315789473684
1,0.22817610410571054,-0.5201071021205816,0.32211559788495675,0.6428571428571429
1,0.7661186142919038,0.15025851231878784,1.0,0.9230769230769231
1,0.3142304956902697,-0.41280062843338455,0.0,0.4
1,0.4942193105202507,-0.09275407857617604,0.0,0.36363636363636365
1,0.9730794889922102,0.9002643201007705,1.0,1.0
0,0.27141442321982184,-0.44871839450238993,0.0,0.10526315789473684
1,0.8433533591974066,0.45572077728378835,0.6803055912363989,0.7
1,0.8180406665516129,0.42497620029669225,0.3576230539009384,0.7
0,0.5113261987389643,-0.1252900270756494,0.2688396827332258,0.10526315789473684
0,0.4572607780256784,-0.12677994219302427,0.22644668960587758,0.36363636363636365
0,0.3601886751134159,-0.3796078787234678,0.0,0.4
0,0.7342955699088185,0.16930156148205264,1.0,0.8333333333333334
1,0.4280282151891283,-0.21280477734352768,0.31933449649129236,0.6428571428571429
0,0.7683247555653806,0.2960966356005818,1.0,0.7
0,0.18570984167338858,-0.6325253732523265,0.0,0.0
1,0.5723971984160133,-0.07184360351392713,0.0,0.4
1,0.712114385503727,0.09661816295596816,0.9036568213313279,0.9230769230769231
1,0.07073872182814696,-0.9328074139611442,0.0,0.0
0,0.28207412404114596,-0.451492229744646,0.37455986116218387,0.10526315789473684
0,0.26019935660524135,-0.4462056291863984,0.694920890672265,0.3157894736842105
1,0.512745388439684,-0.21462447877963395,0.45549833167391673,0.9230769230769231
1,0.3006963588720636,-0.32745998019844413,0.1662068356544747,0.1
1,0.7258195181364854,0.18835407645125185,0.6201531602058737,0.5
0,0.17884898217795586,-0.5344750704381823,0.2873374468316245,0.1
0,0.16654798775905794,-0.5041203352042423,0.0,0.36363636363636365
1,0.7729024126505397,0.16369545040246047,1.0,0.9230769230769231
0,0.5585259302855066,-0.02049050961793794,0.3167211823437005,0.36363636363636365
0,0.8833632560825649,0.4808202079651357,1.0,0.7
1,0.3852043592136813,-0.2349786806114878,0.0,0.0
1,0.8734145589665311,0.41369430244245115,1.0,1.0
0,0.4539514262527007,-0.15166660070019394,0.0,0.36363636363636365
0,0.7121539892480708,0.15337269755264746,1.0,1.0
0,0.5574942398221193,-0.0456218451114027,0.6501613137826316,0.8333333333333334
1,0.885172428194602,0.4408549637872612,1.0,1.0
0,0.6075310794728328,-0.008085467991435037,0.2970620754790553,0.10526315789473684
1,0.8380480781774424,0.4577747858225853,0.5878085572628868,0.7
0,0.4910099921740363,-0.1290330720430128,0.42943794593710743,0.6428571428571429
0,0.2593597193306184,-0.41822774491371373,0.0,0.0
0,0.21195511502377637,-0.5078837278859848,0.1958049284192897,0.3157894736842105
0,0.4415469108386282,-0.20426034096931933,0.615564959842873,0.10526315789473684
0,0.13961477651701806,-0.6784186844483546,0.17927546329517663,0.3157894736842105
1,0.4760713526693409,-0.15393185366964243,0.6780507975816765,0.10526315789473684
1,0.9181051543541658,0.5373963500492218,1.0,1.0
1,0.5327330962275583,-0.1064947585019568,0.0,0.10526315789473684
1,0.8042557472629283,0.2535786207967434,0.6343584991428313,0.8333333333333334
1,0.9245417218809697,0.5670994566500529,1.0,1.0
1,0.8157078083844113,0.3244352442911595,0.7219045541401707,0.5
0,0.5429287791546018,0.006572709797696752,0.6850198906524594,0.7
1,0.9263173566073879,0.6651276038453966,1.0,1.0
1,0.8224197106717888,0.2987829296345915,0.5803490753464942,0.8333333333333334
1,0.6417751501343536,-0.04048418100217671,0.7335502568826581,0.9230769230769231
0,0.3207113551386724,-0.3675908107853062,1.0,0.6428571428571429
1,0.7370335881096662,0.10989341076149507,1.0,0.9230769230769231
1,0.6137510472193382,0.06642584391433126,1.0,0.7
1,0.9635592566973221,0.9192191102574414,1.0,1.0
0,0.3581930746892418,-0.2773593632614586,0.0,0.0
1,0.7285852735697828,0.1627912475857277,1.0,0.8333333333333334
0,0.9569663073144913,0.7912604699906998,1.0,1.0
1,0.9212357042181326,0.587107861661833,0.6368708280230472,0.7
1,0.48852200029860354,-0.1794023325505335,0.7239279149713792,0.4
1,0.6345944525751077,-0.0009358071428927431,0.3294283106980109,0.4
0,0.2123599722801087,-0.4457501726344902,0.0,0.1
0,0.546161496161687,-0.0794790758713159,0.2804092298131468,0.10526315789473684
1,0.816888243731032,0.2757497155292643,0.6297343287069258,0.8333333333333334
1,0.9363421020069796,0.7006406386468268,1.0,1.0
1,0.3452384010625587,-0.254074739547409,0.8158155101284467,0.36363636363636365
1,0.7750772552009717,0.22608618852445306,1.0,0.8333333333333334
0,0.7842886532507747,0.24037917527935537,1.0,0.8333333333333334
0,0.3917281864252587,-0.3288023723860069,0.0,0.4
1,0.4466093247177852,-0.1632469066073593,0.0,0.36363636363636365
1,0.3696912369534539,-0.26350348149982816,0.29858755850622176,0.0
0,0.3738557518564452,-0.30758275113263894,0.0,0.10526315789473684
1,0.10160273860394674,-0.707600318589348,0.0,0.1
0,0.5923626979725488,-0.051361822128922686,0.0,0.4
0,0.282556930905316,-0.39381197196795087,0.0,0.0
1,0.850252277624679,0.35861842402143096,1.0,1.0
0,0.5634310393911105,-0.07286218984255433,0.0,0.4
0,0.2552452521071723,-0.44726453535547184,0.650819975949656,0.3157894736842105
1,0.9037270766925025,0.5315985110614762,0.0,0.7
0,0.5738011186887859,-0.08820278286372993,0.28419235086114736,0.4
0,0.6244223127710173,-0.012314995398181476,0.20543650866744753,0.4
1,0.4255382171449815,-0.1356725908142819,0.38235125470236453,0.7
0,0.9052702562011495,0.5838057820546361,1.0,1.0
0,0.2755937432846745,-0.42216043348403753,0.7435672299915382,0.6428571428571429
